sourcemmsi,imonumber,callsign,shipname,shiptype,tobow,tostern,tostarboard,toport,eta,draught,destination,mothershipmmsi,t
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443650423
228037600,0,FIHX ,AEROUANT BREIZH ,30,6,9,5,2,00-00 24:60 ,0, ,,1443650457
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443650471
227705102,262144,FGD5860 ,BINDY ,60,9,26,5,4,00-00 24:60 ,0, ,,1443650474
227415000,0,FHAF ,F/V JEREMI SIMON ,90,11,9,3,3,00-00 24:60 ,0, ,,1443650479
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443650516
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443650535
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443650591
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443650611
227443000,0,FITP ,F/V PROMETHEE ,30,11,9,3,3,00-00 24:60 ,0, ,,1443650629
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,28-09 14:00 ,5.9,WORKING AREA ,,1443650629
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443650638
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443650678
228931000,0,FHZW ,F/V CARLA EGLANTINE ,30,10,10,3,2,00-00 24:60 ,3.4,LA TURBALLE ,,1443650680
228131600,0,FKVW ,F/V LE NATIF 2 ,30,8,8,2,2,00-00 24:60 ,0,ST GILLE + DE UIE ,,1443650684
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443650717
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443650723
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443650741
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443650783
228037600,0,FIHX ,AEROUANT BREIZH ,30,6,9,5,2,00-00 24:60 ,0, ,,1443650816
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443650831
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443650876
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443650895
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443650951
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443650972
227443000,0,FITP ,F/V PROMETHEE ,30,11,9,3,3,00-00 24:60 ,0, ,,1443650989
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443650998
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443651036
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443651038
228131600,0,FKVW ,F/V LE NATIF 2 ,30,8,8,2,2,00-00 24:60 ,0,ST GILLE + DE UIE ,,1443651044
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443651077
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443651083
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443651099
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443651143
228037600,0,FIHX ,AEROUANT BREIZH ,30,6,9,5,2,00-00 24:60 ,0, ,,1443651176
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443651191
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443651237
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443651255
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443651312
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,28-09 14:00 ,5.9,WORKING AREA ,,1443651349
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443651358
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443651394
228131600,0,FKVW ,F/V LE NATIF 2 ,30,8,8,2,2,00-00 24:60 ,0,ST GILLE + DE UIE ,,1443651404
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443651438
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443651443
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443651458
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443651503
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443651552
227705102,262144,FGD5860 ,BINDY ,60,9,26,5,4,00-00 24:60 ,0, ,,1443651554
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443651597
228157000,0,FHKI ,F/V EL AMANECER ,96,10,10,4,2,00-00 24:60 ,3.5,DOUARNENEZ ,,1443651608
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443651616
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443651672
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443651691
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,28-09 14:00 ,5.9,WORKING AREA ,,1443651709
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443651753
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443651801
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443651803
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443651822
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443651864
228037600,0,FIHX ,AEROUANT BREIZH ,30,6,9,5,2,00-00 24:60 ,0, ,,1443651895
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443651911
228157000,0,FHKI ,F/V EL AMANECER ,96,10,10,4,2,00-00 24:60 ,3.5,DOUARNENEZ ,,1443651966
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443651976
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443652032
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,28-09 14:00 ,5.9,WORKING AREA ,,1443652070
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443652078
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443652112
228131600,0,FKVW ,F/V LE NATIF 2 ,30,8,8,2,2,00-00 24:60 ,0,ST GILLE + DE UIE ,,1443652124
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443652160
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443652163
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443652182
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443652222
228037600,0,FIHX ,AEROUANT BREIZH ,30,6,9,5,2,00-00 24:60 ,0, ,,1443652258
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443652271
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443652317
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443652336
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443652391
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443652392
240266000,8613308,SXSQ ,MSC MYKONOS ,70,198,96,23,9,02-10 00:00 ,12.6,FELIXSTOWE ,,1443652400
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443652411
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443652411
227306100,0,FVXQ ,LA RECOUVRANCE ,36,35,7,3,4,01-10 15:30 ,3.2,CONCARNEAU ,,1443652425
636013974,9394832,A8QN9 ,FRIENDLY SEAS ,70,168,22,12,20,12-10 00:00 ,12.7,PORT SAID ,,1443652435
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443652438
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443652470
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443652518
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443652523
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443652539
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443652583
228037600,0,FIHX ,AEROUANT BREIZH ,30,6,9,5,2,00-00 24:60 ,0, ,,1443652617
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443652631
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443652678
228947000,0,FHIY ,F/V PORZ STREILHEN ,30,8,8,2,2,00-00 24:60 ,0, ,,1443652692
227472000,0,300 ,L ARGONAUTE ,30,15,1,2,2,05-08 14:36 ,0,LE GUILVINEC ,,1443652694
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443652752
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443652771
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443652798
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443652828
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443652838
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443652882
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443652883
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443652900
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443652942
228037600,0,FIHX ,AEROUANT BREIZH ,30,6,9,5,2,00-00 24:60 ,0, ,,1443652978
228195000,0,FHDJ ,F/V ANITA CONTI ,30,8,8,3,2,00-00 24:60 ,3.8,ST GUENOLE PENMARCH ,,1443652991
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443652991
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443652991
227705102,262144,FGD5860 ,BINDY ,60,9,26,5,4,00-00 24:60 ,0, ,,1443652995
227705102,262144,FGD5860 ,BINDY ,60,9,26,5,4,00-00 24:60 ,0, ,,1443652995
228236600,0,F M I D ,LA HOULE ,30,15,9,5,3,02-02 23:34 ,0,ST GUENOLE ,,1443653022
636014208,9400069,A8SG6 ,MAULE ,71,212,94,13,27,04-10 03:00 ,11.9,TANGIER ,,1443653033
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443653038
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443653038
248494000,9430959,9HA2385 ,WILSON NICE ,70,101,22,1,16,02-10 06:00 ,7.6,SANTANDER ,,1443653039
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443653056
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443653112
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443653187
228131600,0,FKVW ,F/V LE NATIF 2 ,30,8,8,2,2,00-00 24:60 ,0,ST GILLE + DE UIE ,,1443653204
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443653245
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443653259
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443653302
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443653303
228211700,0,FMDV ,F/V L ESTRAN ,90,12,11,3,3,00-00 24:60 ,0, ,,1443653322
228037600,0,FIHX ,AEROUANT BREIZH ,30,6,9,5,2,00-00 24:60 ,0, ,,1443653336
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443653351
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443653398
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443653418
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443653472
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443653491
234597000,4906771, , ,35,0,0,0,0,00-00 24:60 ,3, ,,1443759830
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443653518
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443653545
228131600,0,FKVW ,F/V LE NATIF 2 ,30,8,8,2,2,00-00 24:60 ,0,ST GILLE + DE UIE ,,1443653564
228133000,0,FGQU ,F/V LES VIKINGS 2 ,30,10,10,3,4,00-00 24:60 ,0,VERS LE DESTIN ,,1443653594
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443653603
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443653603
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443653618
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443653619
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443653663
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443653711
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443653758
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443653777
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443653812
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443653832
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443653852
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,28-09 14:00 ,5.9,WORKING AREA ,,1443653870
351785000,9579781,HPDA ,NEW HYDRA ,77,249,43,14,31,02-10 14:00 ,18.2,ROTTERDAM ,,1443653892
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443653903
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443653903
227392000,0,FGSK ,F/V ALYA ,90,12,12,3,3,00-00 24:60 ,0,227391000 ,,1443653912
228843000,0,FPOA ,F/V L ESPOIR ,30,9,10,6,2,15-05 11:25 ,4.1,FISHIN CHANEL 13/16 ,,1443653912
227704000,0,FVJB ,BEL ESPOIR ,0,13,9,2,2,11-09 23:00 ,2.9,ABER WRACH ,,1443653919
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443653920
228931000,0,FHZW ,F/V CARLA EGLANTINE ,30,10,10,3,2,00-00 24:60 ,3.4,LA TURBALLE ,,1443653921
228131600,0,FKVW ,F/V LE NATIF 2 ,30,8,8,2,2,00-00 24:60 ,0,ST GILLE + DE UIE ,,1443653924
228131600,0,FKVW ,F/V LE NATIF 2 ,30,8,8,2,2,00-00 24:60 ,0,ST GILLE + DE UIE ,,1443653925
255801560,9131955,CQQE ,AUTOPRIDE ,70,101,24,8,10,02-10 13:00 ,5,SANTANDER ,,1443653927
227867000,0,FGTS ,F/V KREIZ AR MOR ,30,11,11,4,2,00-00 24:60 ,0,DOUARNENEZ ,,1443653929
228133000,0,FGQU ,F/V LES VIKINGS 2 ,30,10,10,3,4,00-00 24:60 ,0,VERS LE DESTIN ,,1443653954
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443653963
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443653964
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443653979
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443654023
228037600,0,FIHX ,AEROUANT BREIZH ,30,6,9,5,2,00-00 24:60 ,0, ,,1443654057
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443654071
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443654137
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443654192
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443654210
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,28-09 14:00 ,5.9,WORKING AREA ,,1443654230
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443654238
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443654261
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443654279
228133000,0,FGQU ,F/V LES VIKINGS 2 ,30,10,10,3,4,00-00 24:60 ,0,VERS LE DESTIN ,,1443654313
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443654324
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443654327
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443654340
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443654383
228037600,0,FIHX ,AEROUANT BREIZH ,30,6,9,5,2,00-00 24:60 ,0, ,,1443654418
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443654431
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443654478
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443654498
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443654552
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443654571
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,28-09 14:00 ,5.9,WORKING AREA ,,1443654589
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443654619
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443654639
228133000,0,FGQU ,F/V LES VIKINGS 2 ,30,10,10,3,4,00-00 24:60 ,0,VERS LE DESTIN ,,1443654676
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443654684
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443654684
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443654698
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443654743
228037600,0,FIHX ,AEROUANT BREIZH ,30,6,9,5,2,00-00 24:60 ,0, ,,1443654778
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443654791
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443654857
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443654911
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443654931
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443654958
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443654978
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443655000
228131600,0,FKVW ,F/V LE NATIF 2 ,30,8,8,2,2,00-00 24:60 ,0,ST GILLE + DE UIE ,,1443655004
228133000,0,FGQU ,F/V LES VIKINGS 2 ,30,10,10,3,4,00-00 24:60 ,0,VERS LE DESTIN ,,1443655037
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443655043
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443655047
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443655104
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443655151
227705102,262144,FGD5860 ,BINDY ,60,9,26,5,4,00-00 24:60 ,0, ,,1443655156
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443655199
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443655271
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443655291
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443655337
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443655360
228131600,0,FKVW ,F/V LE NATIF 2 ,30,8,8,2,2,00-00 24:60 ,0,ST GILLE + DE UIE ,,1443655364
228133000,0,FGQU ,F/V LES VIKINGS 2 ,30,10,10,3,4,00-00 24:60 ,0,VERS LE DESTIN ,,1443655394
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443655403
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443655404
228037700,0,FIHY ,F/V SPERED BREIZH ,0,11,6,3,3,00-00 24:60 ,0, ,,1443655419
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443655463
228037600,0,FIHX ,AEROUANT BREIZH ,30,6,9,5,2,00-00 24:60 ,0, ,,1443655498
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443655511
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443655559
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443655578
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443655632
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443655678
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443655695
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443655720
228133000,0,FGQU ,F/V LES VIKINGS 2 ,30,10,10,3,4,00-00 24:60 ,0,VERS LE DESTIN ,,1443655753
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443655764
